,City,Cloudiness,Country,Date,Humidity,Temp,Lat,Lng,Wind Speed
266,Kruisfontein,0,ZA,1564436564,27,67.37,-34.0,24.73,3.56
267,Agen,0,FR,1564436565,68,69.80000000000001,44.2,0.62,5.1
268,East Chicago,75,US,1564436565,88,84.992,41.64,-87.45,4.6
269,Hamilton,75,CA,1564436565,54,89.006,43.26,-79.87,8.7
270,Alvaraes,20,BR,1564436565,62,87.80000000000001,-3.22,-64.8,1.0
271,Anloga,40,GH,1564436310,94,77.0,5.79,0.9,4.6
272,Buri,85,BR,1564436565,82,63.230000000000004,-23.8,-48.6,1.9
273,High Level,40,CA,1564436566,59,66.2,58.52,-117.13,2.1
274,Makarov,92,RU,1564436566,94,61.97,48.62,142.78,1.36
275,Cortes,71,PH,1564436566,75,78.89,9.28,126.19,1.55
276,Camopi,100,GF,1564436566,96,76.73,3.17,-52.33,1.08
277,Yellowknife,75,CA,1564436421,68,64.4,62.45,-114.38,4.6
278,Kuryk,0,KZ,1564436567,54,76.55000000000001,43.18,51.68,2.45
279,Alyangula,54,AU,1564436567,93,60.8,-13.85,136.42,3.06
280,Tanete,0,ID,1564436567,73,77.63,-3.94,119.78,7.27
281,Northam,7,AU,1564436567,81,53.6,-31.65,116.67,1.5
282,Glace Bay,75,CA,1564436567,83,75.00200000000001,46.2,-59.96,5.7
283,Brokopondo,40,SR,1564436568,83,80.99600000000001,5.06,-54.98,3.1
284,San Patricio,74,PY,1564436568,96,60.89,-26.98,-56.83,1.59
285,Cornereva,33,RO,1564436568,91,59.629999999999995,45.06,22.42,0.49
286,Los Llanos de Aridane,90,ES,1564436568,69,75.2,28.66,-17.92,6.2
287,Grants,1,US,1564436568,19,89.6,35.15,-107.85,6.7
288,Abaza,100,RU,1564436568,88,52.97,52.65,90.1,0.53
289,Puerto Ayora,20,EC,1564436569,69,77.0,-0.74,-90.35,8.2
290,Soyo,77,AO,1564436569,88,71.87,-6.13,12.37,3.74
291,Novoagansk,24,RU,1564436569,81,61.43000000000001,61.94,76.66,5.14
292,Yumen,0,CN,1564436569,19,68.09,40.29,97.04,3.63
293,Ola,100,RU,1564436569,95,50.81,59.58,151.3,1.93
294,Marzuq,100,YE,1564436569,47,83.03,14.4,46.47,1.75
295,Vila do Maio,75,CV,1564436570,73,77.0,15.13,-23.22,7.2
296,Atuona,0,PF,1564436570,76,79.78999999999999,-9.8,-139.03,8.02
297,Dikson,98,RU,1564436570,74,41.27,73.51,80.55,6.22
298,Kizner,100,RU,1564436570,74,48.650000000000006,56.27,51.51,3.61
299,Baruun-Urt,100,MN,1564436570,94,55.85,46.68,113.28,3.37
300,Tacuarembo,97,UY,1564436571,88,56.03,-31.73,-55.98,2.48
301,Amapa,75,HN,1564436571,59,89.6,15.09,-87.97,6.7
302,Shakiso,98,ET,1564436571,97,54.41,5.77,38.9,0.6
303,Alamosa,1,US,1564436571,21,82.4,37.47,-105.87,6.7
304,Aswan,0,EG,1564436571,17,91.4,24.09,32.9,3.1
305,Oia,40,ES,1564436572,87,62.995999999999995,42.0,-8.88,2.1
306,Iguguno,69,TZ,1564436572,48,63.769999999999996,-4.57,34.63,1.89
307,Boguchany,0,RU,1564436572,84,56.03,58.38,97.46,0.23
308,Sibu,75,MY,1564436455,100,77.0,2.29,111.83,1.59
309,Mitchell,1,US,1564436365,50,78.80000000000001,43.71,-98.03,4.1
310,Hithadhoo,100,MV,1564436572,70,83.75,-0.6,73.08,3.36
311,Port Hardy,90,CA,1564436572,77,64.4,50.7,-127.42,4.1
312,Nieuw Amsterdam,20,SR,1564436573,74,82.4,5.88,-55.08,3.1
313,Havre-Saint-Pierre,1,CA,1564436345,73,69.80000000000001,50.23,-63.6,8.7
314,Normandin,75,CA,1564436410,48,82.4,48.84,-72.53,2.6
315,Shirokiy,2,RU,1564436573,76,46.994,53.87,39.17,1.62
316,Zhigansk,0,RU,1564436573,69,47.75,66.77,123.37,8.57
317,Barao de Melgaco,0,BR,1564436573,22,89.6,-16.19,-55.97,4.1
318,Sao Filipe,35,CV,1564436574,80,74.75,14.9,-24.5,5.18
319,Sungairaya,100,ID,1564436574,80,81.41,0.7,108.9,8.2
320,The Valley,40,AI,1564436565,83,84.00200000000001,18.22,-63.06,5.7
321,Hovd,40,NO,1564436574,60,68.0,63.83,10.7,5.7
322,Port Alfred,0,ZA,1564436574,27,75.992,-33.59,26.89,3.13
323,San Cristobal,5,HN,1564436574,31,88.43,14.68,-86.92,4.69
324,Itapirapua,0,BR,1564436574,33,79.97,-15.82,-50.61,0.8
325,San Juan,0,AR,1564436379,36,52.790000000000006,-31.54,-68.53,1.26
326,Moa,94,CU,1564436575,56,83.57,20.66,-74.95,3.18
327,Quartucciu,0,IT,1564436575,69,75.2,39.25,9.18,3.1
328,Sencha,0,UA,1564436575,83,67.73,50.26,33.34,1.81
329,Labuhan,100,ID,1564436575,87,68.99000000000001,-2.54,115.51,0.7
330,Mount Isa,1,AU,1564436576,61,48.2,-20.73,139.49,2.1
331,Talcahuano,90,CL,1564436396,100,53.6,-36.72,-73.12,4.1
332,Provideniya,90,RU,1564436576,87,50.0,64.42,-173.23,4.0
333,Riyadh,0,SA,1564436576,27,89.6,24.63,46.72,1.0
334,Hay River,75,CA,1564436576,31,73.4,60.82,-115.79,6.7
335,San Quintin,100,PH,1564436577,92,74.03,17.54,120.52,1.72
336,Fairbanks,75,US,1564436409,77,64.004,64.84,-147.72,1.62
337,Xichang,100,CN,1564436577,95,55.67,27.88,102.25,1.44
338,Kalmunai,86,LK,1564436577,78,75.11,7.42,81.82,1.72
339,Mae Sai,75,MM,1564436578,88,78.80000000000001,20.44,99.89,1.0
340,Knysna,0,ZA,1564436563,100,48.2,-34.04,23.05,2.1
341,Paita,0,PE,1564436572,290,62.6,-5.09,-81.11,7.7
342,Vostok,100,RU,1564436578,97,68.27,46.45,135.83,2.72
343,Wagar,40,US,1564436578,47,91.994,31.44,-87.99,1.34
344,Marrakesh,0,MA,1564436579,47,78.80000000000001,31.63,-7.99,5.1
345,Komsomolskiy,65,RU,1564436579,64,53.870000000000005,67.55,63.78,9.31
346,Lieksa,66,FI,1564436579,76,45.95,63.32,30.02,4.74
347,Aller,0,GB,1564436579,63,68.0,51.06,-2.86,5.7
348,Broken Hill,0,AU,1564436579,93,39.2,-31.97,141.45,3.1
349,Puerto Escondido,75,MX,1564436580,70,87.80000000000001,15.86,-97.07,4.6
350,Zurich,75,CH,1564436538,82,69.80000000000001,47.37,8.54,1.5
351,Svetlaya,100,RU,1564436580,77,70.97,46.54,138.33,2.36
352,Progreso,75,UY,1564436580,93,53.6,-34.68,-56.22,2.6
353,Chumikan,0,RU,1564436580,77,57.290000000000006,54.72,135.31,0.88
354,Schwerin,40,DE,1564436402,94,69.008,53.63,11.41,2.6
355,Pisco,0,PE,1564436580,30,71.6,-13.71,-76.2,4.1
356,Lazaro Cardenas,75,MX,1564436581,31,91.004,28.39,-105.62,3.6
357,Lethem,100,GY,1564436581,61,86.99000000000001,3.38,-59.8,0.55
358,Payo,65,ID,1564436581,89,65.03,-3.75,103.64,1.43
359,Naze,100,NG,1564436581,95,73.13,5.43,7.07,1.69
360,Gat,40,SN,1564436581,74,82.4,14.69,-16.54,2.6
361,Lebu,100,ET,1564436581,89,56.57,8.96,38.73,0.91
362,Victoria,75,BN,1564436533,88,77.0,5.28,115.24,1.0
363,Tiksi,100,RU,1564436582,95,35.87,71.64,128.87,2.68
364,Fare,20,PF,1564436582,80,77.27,-16.7,-151.02,10.13
365,Port Lincoln,65,AU,1564436582,73,56.57,-34.72,135.86,3.76
366,Veraval,0,FR,1564436582,53,73.994,49.65,0.71,4.1
367,Cidreira,89,BR,1564436582,85,61.61,-30.17,-50.22,1.61
368,Lagoa,0,PT,1564436583,38,77.0,37.14,-8.45,8.2
369,Hun,0,BE,1564436583,52,68.0,50.34,4.87,3.1
370,Moses Lake,1,US,1564436418,18,89.6,47.13,-119.28,5.1
371,Qaanaaq,0,GL,1564436583,55,45.41,77.48,-69.36,0.32
372,Avera,40,US,1564436583,33,96.00800000000001,33.19,-82.53,1.5
373,Phonhong,100,LA,1564436583,99,72.59,18.5,102.42,0.67
374,Acajutla,0,SV,1564436584,70,84.11,13.59,-89.83,3.97
375,Pacifica,90,US,1564436584,82,71.6,37.61,-122.49,4.6
376,Mar del Plata,0,AR,1564436584,54,43.61,-46.43,-67.52,2.45
377,Arraial do Cabo,20,BR,1564436584,88,69.80000000000001,-22.97,-42.02,5.1
378,Georgetown,75,GY,1564436584,88,78.80000000000001,6.8,-58.16,2.1
379,Wanaka,79,NZ,1564436585,88,39.992000000000004,-44.7,169.14,2.13
380,Yagodnoye,100,RU,1564436585,89,42.89,62.52,149.63,2.27
381,Kapaa,20,US,1564436537,66,86.0,22.08,-159.32,6.2
382,Aklavik,90,CA,1564436585,81,50.0,68.22,-135.01,7.2
383,Lancut,0,PL,1564436585,93,69.99799999999999,50.07,22.23,1.0
384,Otradnoye,0,RU,1564436585,62,53.996,59.77,30.8,2.0
385,Caramay,72,PH,1564436586,87,76.91,10.18,119.24,2.89
386,Vila Velha,0,BR,1564436586,69,86.0,-3.71,-38.6,5.7
387,Kumukh,0,RU,1564436586,76,58.19,42.17,47.12,1.78
388,Prince Rupert,1,CA,1564436586,72,62.6,54.32,-130.32,3.1
389,Rzhev,0,RU,1564436586,77,45.41,56.26,34.33,2.1
390,Port Blair,100,IN,1564436586,79,83.39,11.67,92.75,8.9
391,Pochutla,75,MX,1564436587,62,89.6,15.74,-96.47,1.48
392,Sur,99,OM,1564436587,66,83.03,22.57,59.53,6.88
393,Turayf,0,SA,1564436587,30,82.4,31.68,38.65,3.1
394,Clearlake,1,US,1564436587,29,96.00800000000001,38.96,-122.63,5.1
395,Joensuu,75,FI,1564436552,66,50.0,62.6,29.76,4.1
396,Alta Floresta,0,BR,1564436588,33,89.6,-9.87,-56.08,1.0
397,Trairi,93,BR,1564436588,56,79.25,-3.28,-39.27,1.43
398,Odienne,100,CI,1564436588,93,72.41,9.51,-7.57,1.19
399,Meadow Lake,90,CA,1564436588,82,57.2,54.13,-108.44,1.5
400,Faya,20,SA,1564436588,60,77.0,18.39,42.45,3.1
401,Hereford,77,GB,1564436588,71,68.0,52.06,-2.72,3.08
402,La Cruz,1,MX,1564436589,63,91.004,23.92,-106.89,4.47
403,Champerico,75,MX,1564436589,43,89.6,16.38,-93.6,1.0
404,Taltal,0,CL,1564436589,59,61.25,-25.41,-70.49,2.17
405,Hastings,100,NZ,1564436589,84,46.31,-39.64,176.84,0.78
406,Todos Santos,40,MX,1564436589,32,96.00800000000001,23.45,-110.23,7.2
407,Port Hedland,7,AU,1564436589,51,62.6,-20.31,118.58,4.1
408,Guerrero Negro,71,MX,1564436590,76,69.53,27.97,-114.04,3.59
409,Sambava,99,MG,1564436590,98,68.45,-14.27,50.17,1.6
410,Rio Gallegos,40,AR,1564436590,93,39.2,-51.62,-69.22,4.6
411,Kaitangata,100,NZ,1564436590,98,44.69,-46.28,169.85,1.25
412,Broome,0,GB,1564436590,72,68.0,52.47,1.45,3.6
413,Giyani,0,ZA,1564436590,36,59.99,-23.32,30.73,0.83
414,Porto Novo,0,BR,1564436591,64,69.80000000000001,-23.68,-45.44,4.1
415,Esperance,0,AU,1564436591,100,44.6,-33.86,121.89,4.6
416,Nouadhibou,0,MR,1564436591,77,69.80000000000001,20.93,-17.03,8.7
417,Saint George,20,GR,1564436591,47,84.00200000000001,39.45,22.34,3.6
418,Porto Walter,11,BR,1564436591,40,88.25,-8.27,-72.74,0.61
419,Lagos,20,NG,1564436592,94,77.0,6.46,3.39,1.5
420,Saint-Philippe,1,CA,1564436592,43,91.004,45.36,-73.48,6.2
421,Vila Franca do Campo,40,PT,1564436592,68,69.80000000000001,37.72,-25.43,3.6
422,Westport,1,US,1564436592,49,91.004,41.14,-73.36,3.6
423,Ilo,40,PE,1564436592,72,62.6,-17.65,-71.34,5.1
424,Jiazi,20,CN,1564436593,94,78.80000000000001,19.61,110.49,2.0
425,Koslan,100,RU,1564436593,98,45.41,63.46,48.9,2.97
426,Hobyo,77,SO,1564436593,76,76.19,5.35,48.53,9.78
427,Oudtshoorn,0,ZA,1564436593,100,48.2,-33.59,22.2,2.1
428,Chuy,100,UY,1564436567,91,54.95,-33.69,-53.46,2.55
429,Ruteng,17,ID,1564436593,90,63.41,-8.61,120.46,2.1
430,Baiyin,0,CN,1564436594,68,64.4,36.55,104.13,2.0
431,Mercedes,92,UY,1564436594,79,57.992000000000004,-33.25,-58.03,3.58
432,Togur,100,RU,1564436594,79,63.05,58.36,82.83,3.64
433,Tavda,80,RU,1564436594,98,50.99,58.04,65.27,2.92
434,Umm Lajj,0,SA,1564436594,70,85.19,25.02,37.27,2.73
435,Camargo,83,MX,1564436594,26,92.21000000000001,27.69,-105.17,4.16
436,Christchurch,100,NZ,1564436595,93,53.006,-43.53,172.64,1.0
437,Tyrma,0,RU,1564436595,95,61.97,50.04,132.17,0.54
438,Sao Joao da Barra,75,BR,1564436595,88,69.80000000000001,-21.64,-41.05,3.1
439,The Pas,1,CA,1564436595,37,68.0,53.82,-101.24,2.1
440,Euclides da Cunha,10,BR,1564436595,65,71.87,-10.51,-39.01,2.1
441,Olinda,75,AU,1564436595,93,48.992000000000004,-37.84,145.39,1.5
442,Laichingen,0,DE,1564436596,82,68.0,48.49,9.69,0.5
443,Vardo,40,US,1564436596,43,93.99199999999999,39.62,-77.74,3.1
444,Saint-Leu,90,RE,1564436596,94,75.2,-21.15,55.28,1.5
445,Albany,1,US,1564436524,62,91.4,42.65,-73.75,2.1
446,Mayo,75,CA,1564436596,67,62.6,63.59,-135.9,1.5
447,Broken Arrow,40,US,1564436332,62,93.00200000000001,36.05,-95.79,2.6
448,Acapulco,20,MX,1564436311,66,89.6,16.86,-99.88,4.6
449,Shaowu,0,CN,1564436597,81,75.47,27.34,117.49,0.76
450,Grand Gaube,75,MU,1564436597,100,73.994,-20.01,57.66,4.1
451,Killybegs,58,IE,1564436597,92,55.994,54.63,-8.45,1.95
452,Cuenca,40,EC,1564436597,32,69.80000000000001,-2.9,-79.0,6.7
453,Bilibino,100,RU,1564436597,97,33.17,68.06,166.44,5.3
454,Samut Songkhram,100,TH,1564436597,33,84.00200000000001,13.41,100.0,1.88
455,Tafo,100,GH,1564436598,98,71.33000000000001,6.73,-1.61,0.8
456,Palana,0,RU,1564436598,84,51.89,59.08,159.95,3.38
457,Fortuna,20,US,1564436598,72,78.99799999999999,40.6,-124.16,4.6
458,Saskylakh,100,RU,1564436598,80,42.17,71.97,114.09,3.71
459,Shahrud,0,IR,1564436598,55,59.45,36.42,54.97,1.83
460,Ploemeur,92,FR,1564436598,88,64.994,47.73,-3.43,12.3
461,Ilulissat,40,GL,1564436599,27,62.6,69.22,-51.1,9.8
462,Axim,100,GH,1564436599,88,75.83000000000001,4.87,-2.24,4.88
463,Zamberk,0,CZ,1564436599,69,75.2,50.09,16.47,1.0
464,Plouzane,90,FR,1564436599,88,62.995999999999995,48.38,-4.62,13.9
465,Carutapera,98,BR,1564436600,90,77.45,-1.2,-46.02,3.05
466,Richards Bay,0,ZA,1564436600,74,68.63,-28.77,32.06,10.62
467,Hobart,20,AU,1564436353,69,39.992000000000004,-42.88,147.33,2.6
468,Trinidad,75,BO,1564436600,51,86.0,-14.83,-64.9,1.5
469,Santa Catalina,97,UY,1564436600,88,53.006,-33.79,-57.49,2.73
470,Naples,0,IT,1564436579,73,77.0,40.84,14.25,1.0
471,Cerrito,40,CO,1564436601,78,77.0,6.84,-72.7,3.1
472,Parnamirim,20,BR,1564436601,78,77.0,-5.92,-35.27,6.2
473,Ust-Omchug,99,RU,1564436601,84,51.89,61.13,149.63,3.1
474,Aleksandrov Gay,12,RU,1564436601,56,63.41,50.14,48.57,3.99
475,Bluff,3,AU,1564436601,61,55.129999999999995,-23.58,149.07,1.64
476,Brae,0,GB,1564436601,100,59.0,60.4,-1.35,4.1
477,Sault Sainte Marie,20,CA,1564436602,64,77.0,46.49,-84.36,5.1
478,Toccoa,75,US,1564436602,33,91.994,34.58,-83.33,2.6
479,Malmyzh,100,RU,1564436602,74,49.01,56.52,50.68,4.4
480,Pangody,94,RU,1564436602,64,56.93,65.85,74.49,8.26
481,Port Keats,0,AU,1564436602,76,66.65,-14.25,129.55,3.44
482,Kralendijk,20,BQ,1564436602,59,89.6,12.15,-68.27,6.2
483,Maningrida,6,AU,1564436603,96,59.99,-12.05,134.23,2.66
484,Kenai,40,US,1564436603,72,64.4,60.55,-151.26,3.1
485,Ushuaia,0,AR,1564436603,74,35.6,-54.81,-68.31,2.1
486,Lithakia,0,GR,1564436603,83,78.008,37.72,20.83,1.5
487,Chimore,19,BO,1564436603,60,78.17,-16.98,-65.13,1.04
488,Burnie,0,AU,1564436604,88,37.004,-41.05,145.91,2.68
489,Salalah,90,OM,1564436604,94,77.0,17.01,54.1,2.6
490,Husavik,2,CA,1564436604,32,71.006,50.56,-96.99,2.68
491,Lochgilphead,40,GB,1564436604,93,60.998000000000005,56.04,-5.43,1.0
492,Makubetsu,100,JP,1564436604,91,74.75,42.84,143.34,2.92
493,Leh,85,IN,1564436604,60,50.45,34.16,77.58,2.1
494,Shishou,76,CN,1564436605,75,81.41,29.72,112.42,3.92
495,Khatanga,27,RU,1564436605,67,47.21,71.98,102.47,8.27
496,Ngaoundere,100,CM,1564436605,95,64.13,7.32,13.58,0.74
497,Clyde River,20,CA,1564436605,87,44.6,70.47,-68.59,8.7
498,Lorengau,85,PG,1564436606,85,76.73,-2.02,147.27,2.35
499,Araguaina,32,BR,1564436606,36,85.37,-7.19,-48.21,0.18
500,Codrington,40,AU,1564436606,100,53.996,-28.95,153.24,2.1
501,Tuktoyaktuk,75,CA,1564436606,66,48.2,69.44,-133.03,3.6
502,Scarborough,0,GB,1564436606,82,66.992,54.28,-0.41,1.0
503,Vestmannaeyjar,100,IS,1564436470,88,54.59,63.44,-20.27,3.55
504,Amazar,74,RU,1564436607,93,54.95,53.86,120.88,1.69
505,Abnub,0,EG,1564436607,42,84.2,27.27,31.15,3.6
506,Ilabaya,0,PE,1564436607,40,68.27,-17.42,-70.51,3.18
507,Tilichiki,100,RU,1564436607,82,56.21,60.47,166.1,2.21
508,Lwowek Slaski,100,PL,1564436607,81,69.99799999999999,51.11,15.59,3.69
509,Traralgon,51,AU,1564436608,93,41.0,-38.19,146.54,1.07
510,Ribeira Grande,6,PT,1564436608,80,70.25,38.52,-28.7,5.52
511,Barrow,71,AR,1564436608,68,54.59,-38.31,-60.23,3.09
512,Chapais,90,CA,1564436608,88,69.80000000000001,49.78,-74.86,1.0
513,Gairatganj,97,IN,1564436609,84,79.78999999999999,23.42,78.24,1.83
514,Wageningen,0,NL,1564436609,68,69.99799999999999,51.98,5.66,1.5
515,Inongo,7,CD,1564436609,53,81.05000000000001,-1.93,18.29,1.25
516,Erin,1,US,1564436609,55,89.006,36.32,-87.69,4.1
517,Pilar,75,AR,1564436609,87,57.992000000000004,-34.46,-58.91,1.0
518,Hermanus,37,ZA,1564436609,67,64.004,-34.42,19.24,4.02
519,Chicama,90,PE,1564436610,82,60.8,-7.84,-79.15,5.1
520,Corner Brook,40,CA,1564436610,60,75.2,48.95,-57.95,8.2
521,Kulhudhuffushi,50,MV,1564436610,70,82.31,6.62,73.07,2.45
522,Galveston,90,US,1564436610,100,75.992,40.58,-86.19,2.1
523,Karangsembung,100,ID,1564436610,93,65.03,-6.85,108.65,3.13
524,Henties Bay,0,NA,1564436610,83,57.002,-22.12,14.28,0.45
525,La Paz,40,MX,1564436611,23,96.8,24.15,-110.32,6.7
526,Lata,91,IN,1564436611,98,45.77,30.78,78.62,0.68
527,Vao,100,EE,1564436611,66,59.269999999999996,59.1,26.19,1.9
528,Oussouye,75,SN,1564436611,83,80.6,12.49,-16.54,4.1
529,Iqaluit,20,CA,1564436611,76,48.2,63.75,-68.52,3.6
530,Umtata,0,ZA,1564436395,18,53.6,-31.59,28.78,1.0
531,Athabasca,59,CA,1564436612,37,72.77,54.72,-113.29,2.02
